ts_utc,mid,spread_bps,depth_bid_0p5pct,depth_ask_0p5pct,depth_bid_1pct,depth_ask_1pct,depth_bid_0p5pct_usd,depth_ask_0p5pct_usd,depth_bid_1pct_usd,depth_ask_1pct_usd,_generated_at_utc,_run_id
2025-09-24T06:50:00Z,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24T06:50:38Z,17968762859
