ts_utc,liq_long_usd,liq_short_usd,count_long,count_short,raw_sell_usd,raw_buy_usd,mapping_assumption,_generated_at_utc,_run_id
2025-09-23T09:36:16Z,0.0,0.0,0,0,0.0,0.0,True,2025-09-23T09:36:26Z,17941769945
